R,S,K,G,L,F
0.0,1.0,-0.35871714,0.62521863,0.32189485,0.95672
0.0,1.0,-1.4781144,0.21710451,-0.06051883,0.47228605
1.0,0.0,1.6362056,0.6660869,1.0427719,0.9478845
0.0,0.0,-0.3337852,0.28709328,0.4322443,1.0055127
0.0,0.0,-1.207674,-0.06686485,-0.14231884,0.32731128
0.0,0.0,0.81432027,0.78549206,1.0392575,1.0752047
0.0,1.0,-0.27888033,0.8355404,0.41841927,1.370347
0.0,0.0,1.0122545,1.8155265,1.7676477,2.6945958
0.0,0.0,0.12138505,0.35939407,0.28905678,0.7439391
0.0,1.0,-0.81898594,0.06563352,0.025907066,0.08955933
0.0,1.0,-0.5447075,1.6554425,0.7225133,2.9430666
0.0,1.0,0.7400935,2.6344519,1.8047515,4.089396
0.0,1.0,0.5215832,2.5196114,1.4630376,3.8378274
1.0,1.0,-0.7414422,1.6897638,2.0252204,2.1626651
1.0,1.0,2.4791467,2.3667574,3.054368,3.0742621
1.0,0.0,-0.4572525,2.7090044,4.0162373,3.721475
0.0,0.0,0.7370065,0.71256727,0.78412825,0.8068636
1.0,0.0,-1.2324358,0.38338763,0.35415205,0.3124449
1.0,0.0,-0.30240485,0.6737449,0.73148084,0.7729001
0.0,1.0,1.1237282,1.6042874,1.0490651,1.9906343
1.0,1.0,0.09189333,0.11627437,0.13289094,0.011364273
0.0,1.0,0.9853987,0.84787846,0.5235332,1.1748703
0.0,1.0,2.0533292,3.4434433,2.7969193,4.69448
1.0,0.0,0.5170749,2.2457018,3.011347,2.8767416
0.0,1.0,-0.44033805,0.6549479,0.3789193,1.5500355
1.0,1.0,0.055697788,3.814982,4.309931,5.0306935
1.0,0.0,-1.0773407,1.4407647,2.4259548,2.2911954
0.0,0.0,-0.1030326,0.50509274,0.8888928,1.4152865
0.0,1.0,-0.28553876,0.38971293,0.3234678,0.7187554
0.0,0.0,0.35947552,0.12772492,0.1337601,0.20091504
1.0,0.0,1.7109985,5.9357543,7.851751,7.511766
0.0,0.0,1.4393513,2.0894694,2.0171905,2.9137802
0.0,1.0,-1.7807156,0.7720816,-0.20765305,2.1002192
0.0,1.0,-1.5694306,0.7539094,-0.0061987042,2.144932
1.0,1.0,1.7858968,5.246805,6.0377464,6.7363453
1.0,1.0,-0.4929092,2.456874,2.9167948,3.3842955
1.0,1.0,-0.11442212,4.011539,4.947799,5.7844014
1.0,0.0,0.20031847,2.707158,3.6105533,3.391026
0.0,1.0,0.4166227,1.8732947,1.2862465,2.7662587
0.0,1.0,1.7565616,4.2817802,3.0867941,5.5272784
1.0,0.0,-1.1286976,3.1511292,4.7915473,4.4188633
0.0,0.0,-1.7966189,0.047455594,-0.048843384,0.059691623
1.0,1.0,1.1209223,3.4678168,3.9004126,4.354121
0.0,1.0,0.41078562,0.28579247,0.38447988,0.54823005
0.0,0.0,-1.7217606,-0.5800979,-0.741833,0.26101398
1.0,1.0,0.03865882,0.3763935,0.6708804,0.58794147
0.0,0.0,-0.94403166,-0.024067998,0.063072234,0.17828685
0.0,0.0,0.15408172,0.22106488,0.3086776,0.7643628
0.0,1.0,-0.6240958,0.58712834,0.25861084,1.0586839
1.0,0.0,-0.36734614,3.4832058,5.3410215,5.220536
0.0,1.0,0.045939658,2.1303353,1.0965564,3.254292
1.0,0.0,0.8577672,1.2276994,1.621491,1.6403595
0.0,1.0,1.8349036,2.605131,2.0947485,3.539033
1.0,0.0,-0.27829164,3.7196474,5.3744545,5.2550592
1.0,1.0,-0.2496193,1.0079725,1.1788658,1.4539996
0.0,1.0,-0.76144403,0.5503235,0.14720052,0.9127593
1.0,0.0,0.72551787,0.37107268,0.52524376,0.32636732
0.0,0.0,-2.902762,-1.114484,-0.8603618,-0.5186241
1.0,0.0,0.21201563,1.2154675,1.8013587,1.9967141
0.0,0.0,-1.8447098,-0.5858824,-0.95226705,0.13585311
1.0,0.0,0.54503906,3.0479193,4.167645,4.0981646
0.0,0.0,-0.026246818,0.37315136,0.11427158,0.35513636
1.0,0.0,-0.69200134,0.07116204,0.2210032,0.19697455
0.0,0.0,1.9413979,0.08270463,0.10946104,0.27132347
1.0,1.0,-0.14475182,0.9735023,1.185983,1.3942136
0.0,0.0,0.5393809,0.7010385,0.52774614,1.0846914
1.0,1.0,-1.5983895,0.16119221,0.275801,0.18797693
1.0,1.0,0.62404734,2.484405,3.2687,3.7149525
0.0,1.0,-0.838055,0.96734333,0.37933362,1.5835644
0.0,0.0,-1.1443157,0.053369343,-0.019941092,0.54865175
1.0,0.0,1.9477854,0.5688728,0.92803335,0.7617841
0.0,1.0,0.84773993,3.2301908,2.1489005,4.738627
1.0,1.0,0.14034504,0.8385522,1.0289481,1.407272
0.0,1.0,0.38585064,0.9967841,0.7084108,1.3135992
0.0,0.0,0.65329045,1.5614238,1.734388,2.6885853
0.0,0.0,-0.015213697,0.48832753,0.1751194,0.5088659
0.0,1.0,1.3008803,1.1053919,0.8967979,1.7922364
1.0,1.0,0.89606637,0.9821589,1.1639396,1.2159305
1.0,0.0,-0.5382074,3.5768604,5.001932,5.0464735
0.0,1.0,0.24778014,1.6747644,1.3186513,2.9803824
1.0,0.0,0.073404,4.682994,6.536323,6.125168
0.0,0.0,0.83354926,1.8108069,1.8641963,2.6744952
0.0,1.0,-1.7963564,0.3835637,-0.15502453,1.5286769
1.0,1.0,0.5330103,1.5276166,1.8779324,1.7992485
1.0,1.0,-0.7047181,5.068259,6.14361,7.079439
1.0,1.0,-0.44983432,4.5432806,5.4740186,6.372699
0.0,1.0,1.2045286,2.0406394,1.6246878,2.8310819
0.0,1.0,-0.68565834,0.80244696,0.3691216,1.6618711
0.0,1.0,-0.8720533,-0.07600114,0.0032711476,0.2137623
0.0,0.0,-1.4150902,-0.19392991,-0.38400483,0.43989813
1.0,1.0,0.7427458,2.4999485,2.7692366,3.153891
0.0,0.0,-0.25947154,0.44631732,0.43349057,0.9806819
1.0,0.0,0.85892344,0.9074917,0.9474367,0.74433565
0.0,1.0,-1.2276984,0.19958864,0.011207004,0.079942845
0.0,0.0,-0.19098692,0.33128092,0.42417115,0.79182553
0.0,0.0,-0.44363406,0.4343991,0.50197446,1.6829268
0.0,0.0,-0.3422763,0.42336333,0.70514315,1.4791238
0.0,0.0,-0.060528636,0.23702298,0.38780022,0.7959671
0.0,0.0,0.6436602,1.6389428,1.8425908,2.6228752
1.0,0.0,-0.18774669,4.867255,6.3559713,6.3693056
1.0,0.0,1.111804,2.1467981,2.6448934,2.713195
1.0,1.0,-0.513862,5.281174,6.382418,7.496605
1.0,0.0,0.4294821,2.7552087,3.9178581,3.6858664
1.0,1.0,0.5744473,6.9476156,8.088095,9.303349
0.0,1.0,1.5215173,3.1541488,2.4527993,4.3244114
1.0,1.0,0.14664462,3.9981484,4.4883423,5.240637
0.0,0.0,-0.24976635,0.47765186,0.6185894,1.2369409
1.0,0.0,-0.5728828,0.67930984,0.98462856,0.81443524
0.0,0.0,0.31738126,0.8303078,0.7863019,1.3467677
1.0,0.0,1.3702011,1.266501,1.4448776,1.3486409
1.0,0.0,0.7772732,-0.051421292,-0.06907745,0.17735076
1.0,1.0,-2.397414,3.441453,4.614522,5.561616
0.0,1.0,-1.243601,0.5615813,-0.0637559,1.1928849
1.0,1.0,0.7954152,1.5890143,1.7470472,1.8577032
1.0,0.0,-0.55606383,1.243988,1.8971826,1.8201467
1.0,1.0,1.7856936,7.495709,8.485795,9.498484
0.0,0.0,0.89456207,1.1643617,1.215219,1.877184
0.0,1.0,1.6170441,0.8754635,0.8256019,1.1597044
1.0,1.0,0.83312476,6.615049,7.6404686,8.66715
1.0,0.0,1.1436164,2.2293346,2.6074874,2.673313
1.0,1.0,-1.704817,0.598797,0.6745644,0.8690376
1.0,0.0,-1.2873862,1.1053718,1.7067103,1.6450022
0.0,1.0,-1.3157812,0.16375265,0.06628093,0.10488162
1.0,0.0,1.2667379,1.8696953,2.2474403,2.3812017
1.0,1.0,-0.83392847,4.959629,6.0133924,6.789803
1.0,1.0,0.55712,6.853993,7.7951217,8.835248
1.0,0.0,2.217949,4.506441,5.9867907,5.7810698
1.0,1.0,0.989611,1.7073767,1.7867815,2.3215413
1.0,1.0,1.5363753,5.854024,6.6114273,7.363512
